Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
11,-351.2377,590.4181,-4255.387,-101.23356,178.99416,7.0,500.0,-2.0173724,-5.9800286,-0.18987568,0.12302449,-2.336668,0.9576749,-0.12302448,0.10448435,-0.0029262775,-0.059639286,0.73707396,0.0008629329,80.0,13899,1.0033176,0.000298,-114.48013305664062,122.99140930175781,0.5056733452856872,352000,54,5583
12,-352.0432,487.31393,-2983.8936,-102.30309,196.17308,8.0,500.0,-1.7949126,-6.171845,0.8844014,0.09935972,-1.5441992,0.6244468,-0.09935971,0.060420856,-0.0021402717,-0.03342147,0.736416,0.00089723757,80.0,13899,1.0024772,0.0002978,-117.31705474853516,125.33240509033203,0.5053406737214363,384000,61,4354
13,-406.30267,657.0435,-3442.324,-102.131004,192.65,8.0,500.0,-1.7762935,-6.2662625,0.04664109,0.050502095,-1.720651,0.7381789,-0.050502095,0.07394329,-0.0024593612,-0.036744654,0.7357576,0.00092479016,80.0,13899,1.0020278,0.00029759999999999997,-121.74501037597656,134.02223205566406,0.5050080103088117,416000,67,5637
14,-372.9422,653.61523,-4497.374,-101.529106,177.94887,8.0,500.0,-1.5495647,-6.625331,0.22344121,0.02257401,-1.5472621,0.57226914,-0.02257401,0.059064962,-0.002420119,-0.019588443,0.7350987,0.0008004393,80.0,13899,0.99981475,0.00029739999999999996,-125.26646423339844,141.4879150390625,0.5046753252389575,448000,72,6316
15,-320.5917,547.40234,-4174.77,-101.733765,167.44565,7.0,500.0,-1.3902725,-6.8525934,0.63135046,0.03451895,-1.3854529,0.54491615,-0.03451895,0.042095356,-0.0018503786,-0.010207247,0.734439,0.0009000329,80.0,13899,1.0018786,0.00029719999999999996,-126.97486114501953,144.39718627929688,0.5043426789656383,480000,77,6436
16,-465.1882,741.85126,-3600.7378,-101.53546,195.75797,8.0,500.0,-1.7251776,-6.9901137,0.1245962,-0.0030397777,-1.1486826,0.65890956,0.0030397796,0.04079493,-0.0019137086,-0.010643838,0.73377925,0.0009604746,80.0,13899,0.9993129,0.00029699999999999996,-131.44932556152344,151.6689453125,0.504010011618452,512000,82,6550
17,-405.56027,598.8504,-3205.8613,-101.78014,201.00653,8.0,500.0,-1.4344481,-7.087407,0.35777935,0.0016728651,-0.9616507,0.6301143,-0.001672866,0.030238023,-0.0015563262,-0.0062512113,0.7331191,0.00090452284,80.0,13899,1.0004921,0.00029679999999999995,-133.43661499023438,153.46929931640625,0.5036773235284505,544000,87,6592
18,-434.54752,686.1492,-3429.7463,-102.28148,194.81645,8.0,500.0,-1.5461371,-7.1576996,0.49042073,-0.016009176,-1.08612,0.6804348,0.016009176,0.031382397,-0.0016547533,-0.005156346,0.7324581,0.0009383428,80.0,13899,0.9991021,0.0002966,-136.52796936035156,157.4326934814453,0.5033446750298546,576000,93,5392
19,-307.61118,464.0954,-2990.16,-102.00637,175.5977,8.0,500.0,-1.0744494,-7.2889447,0.9180507,-0.0037686664,-1.575379,0.5221059,0.0037686669,0.027718712,-0.001711237,-0.0023507893,0.7317973,0.0012176433,80.0,13899,0.9979209,0.0002964,-136.6492156982422,156.8857421875,0.5030120063706592,608000,98,5568
20,-311.99484,510.78323,-3603.7756,-102.78501,163.6845,9.0,500.0,-1.1540644,-7.3955536,0.39051715,-0.0066705905,-0.9914748,0.48145297,0.0066705896,0.02986689,-0.001712319,-0.0028477295,0.73113567,0.0012004608,80.0,13899,0.9989786,0.00029619999999999994,-137.26898193359375,157.28611755371094,0.5026793478433647,640000,104,6051
21,-304.29144,500.85638,-3550.6843,-101.795525,157.88889,7.0,500.0,-1.1355742,-7.420316,0.48715213,-0.0055155,-1.0877206,0.5241794,0.005515501,0.02979995,-0.0016484051,-0.0027212747,0.7304736,0.001103401,80.0,13899,0.99920267,0.000296,-137.90878295898438,157.66558837890625,0.5023466697765746,672000,109,6101
22,-187.63724,169.18939,-1386.0566,-101.68889,128.58922,8.0,500.0,-0.6644555,-6.535249,0.23936038,0.0023098392,-0.8796382,0.46691087,-0.002309839,0.02736965,-0.0013999837,-0.0030287749,0.729811,0.0010494117,80.0,13899,1.0001258,0.0002958,-136.01365661621094,154.98480224609375,0.5020140024227473,704000,114,6458
23,-198.41109,258.57593,-2370.1047,-101.737686,126.550606,7.0,500.0,-0.744907,-7.2430573,0.17619687,4.5504094e-05,-0.7945355,0.4407877,-4.550442e-05,0.026106765,-0.0014764512,-0.0020406141,0.7291482,0.0010326107,80.0,13899,0.99997354,0.0002956,-134.751708984375,153.10191345214844,0.5016813460522958,736000,119,5870
24,-186.10326,146.85085,-1733.2578,-100.68818,137.54625,7.0,500.0,-0.6247643,-5.823066,0.5177325,0.007737565,-1.0801545,0.42041844,-0.0077375653,0.021649929,-0.0013977757,-0.0040440564,0.728485,0.0010814888,80.0,13899,0.9998721,0.00029539999999999997,-132.9205780029297,150.68357849121094,0.5013486710527296,768000,125,5336
25,-192.0237,203.77304,-1987.2284,-101.0076,130.9917,7.0,500.0,-0.670099,-6.7683787,0.14739609,-0.0047108554,-0.82038856,0.32353476,0.004710856,0.018983629,-0.0013414228,-0.0022659367,0.7278213,0.00118164,80.0,13899,0.9994329,0.00029519999999999997,-131.5589141845703,148.60845947265625,0.5010160076164407,800000,131,5204
26,-163.89677,91.3787,-939.07355,-102.138794,115.113556,7.0,500.0,-0.54327995,-4.885274,0.13976452,-0.010739766,-0.70800406,0.37495992,0.010739766,0.017667731,-0.0012257053,-0.0032766592,0.727157,0.0011314269,80.0,13899,0.9985378,0.00029499999999999996,-129.86471557617188,146.32859802246094,0.5006833261702077,832000,137,6191
27,-185.70096,171.91618,-1890.8114,-101.509636,129.075,9.0,500.0,-0.64676017,-6.1497536,0.31719688,-0.015373302,-1.036577,0.3579184,0.015373302,0.015889535,-0.001349923,-0.0023849034,0.7264922,0.0010288954,80.0,13899,0.9974408,0.00029479999999999996,-128.7093505859375,144.42269897460938,0.5003506568663759,864000,142,5954
28,-195.19385,230.7691,-2101.3977,-102.38069,125.888,7.0,500.0,-0.6747783,-6.3205714,0.11040932,-0.019266438,-0.7920783,0.7946471,0.019266438,0.01761128,-0.0015463966,-0.0038153133,0.7258272,0.0012541893,80.0,13899,0.9982616,0.00029459999999999995,-127.83411407470703,142.84039306640625,0.5000179999743863,896000,154,2790
29,-190.62852,180.84511,-1847.91,-101.34671,132.8793,7.0,500.0,-0.66487765,-5.1916823,0.74130285,-0.020258,-1.1404546,1.0570494,0.020257998,0.016532734,-0.0015446715,-0.0042090937,0.7251616,0.0012531984,80.0,13899,0.9967737,0.00029439999999999995,-126.91831970214844,141.27926635742188,0.4996853259799178,928000,166,2640
30,-209.25021,202.50897,-2037.5367,-102.449326,151.50485,8.0,500.0,-0.67375755,-6.1177416,0.12925734,-0.0121385595,-0.7638392,0.80811024,0.012138559,0.014021965,-0.0013648038,-0.002704904,0.7244958,0.0012910021,80.0,13899,0.99839157,0.0002942,-125.91124725341797,139.61488342285156,0.4993526649752435,960000,177,2783
31,-198.31232,178.68124,-1780.0564,-122.90933,139.54338,48.0,500.0,-0.7000348,-5.179436,-0.02401539,-0.01799392,-0.8037759,0.96181506,0.017993918,0.015000019,-0.0014255655,-0.0034573446,0.7238293,0.0012737481,80.0,13899,0.9976119,0.000294,-125.10588836669922,138.00543212890625,0.49901998748530696,992000,189,2655
32,-236.29936,289.12668,-2335.8083,-102.38899,151.44221,9.0,500.0,-0.8329258,-6.1144986,-0.062762514,-0.024032742,-0.99727887,1.8776438,0.02403274,0.017632123,-0.0016586205,-0.004653552,0.7231626,0.0013815616,80.0,13899,0.9975413,0.0002938,-124.78680419921875,136.76060485839844,0.49868732356233114,1024000,200,2867
33,-214.0054,209.98206,-1672.3586,-123.542404,148.80095,54.0,500.0,-0.74402255,-5.261264,0.001447361,-0.013883725,-0.66798556,0.96629864,0.013883725,0.012498137,-0.0013193211,-0.0022058338,0.72249514,0.001185724,80.0,13899,0.9970832,0.0002936,-124.0954818725586,135.25253295898438,0.4983546734747757,1056000,212,2799
34,-275.14917,379.53937,-2917.0251,-123.1594,168.27374,50.0,500.0,-0.8868627,-7.1630363,0.8044858,-0.038033858,-1.3312399,1.5370134,0.03803386,0.024057025,-0.0022303234,-0.010577188,0.72182757,0.0015224019,80.0,13899,0.99577624,0.0002934,-124.2423324584961,134.88119506835938,0.4980220078064781,1088000,217,6498
35,-281.46423,381.93268,-2916.2615,-123.15946,170.46666,55.0,500.0,-0.9616332,-7.25729,0.52812725,-0.03674871,-0.8972607,0.96000266,0.036748704,0.01821585,-0.0018766139,-0.0069630155,0.7211592,0.0014555467,80.0,13899,0.99529713,0.00029319999999999997,-124.34565734863281,134.39886474609375,0.49768932688498774,1120000,227,3167
36,-311.65503,380.05325,-2033.0048,-122.868546,180.18129,56.0,500.0,-1.0313269,-6.6997304,0.3387001,-0.03763193,-1.0466771,1.2629724,0.03763193,0.018391976,-0.0018611965,-0.00682675,0.72049046,0.0015451722,80.0,13899,0.99507624,0.00029299999999999997,-124.64026641845703,133.71177673339844,0.4973566606824232,1152000,239,2625
37,-278.7693,343.2666,-2787.0486,-121.155106,179.91954,55.0,500.0,-0.9635194,-6.815413,0.11095393,-0.021942966,-0.8805172,1.5211573,0.021942968,0.0147018805,-0.0017001794,-0.0035995229,0.7198217,0.0014495465,80.0,13899,0.99676657,0.00029279999999999996,-124.49773406982422,132.90773010253906,0.4970240094664514,1184000,251,2659
38,-272.57837,308.76343,-1993.2493,-101.617035,189.01205,8.0,500.0,-0.88138133,-6.9654174,0.29682478,-0.01999014,-0.933661,0.67994946,0.01999014,0.0125543615,-0.0014562338,-0.0038391307,0.7191521,0.0013835552,80.0,13899,0.99669796,0.0002926,-124.13603973388672,131.970458984375,0.49669134389942987,1216000,261,3155
39,-259.7291,286.5716,-2096.6797,-124.59867,186.44444,51.0,500.0,-0.8359372,-6.098812,-0.0004281141,-0.01177548,-0.67617774,0.61524415,0.01177548,0.010226113,-0.001407865,-0.0028033329,0.718482,0.0015163803,80.0,13899,0.9972507,0.0002924,-123.65030670166016,130.9491424560547,0.4963586643081122,1248000,272,3107
40,-260.27777,218.50882,-1423.1494,-124.03487,194.63126,50.0,500.0,-0.81317,-5.625964,0.46152347,-0.009940151,-1.1803807,2.0436606,0.009940152,0.009315334,-0.0012600557,-0.0016085892,0.7178116,0.0014767506,80.0,13899,0.99777824,0.00029219999999999995,-123.11248016357422,129.7057647705078,0.4960260005845061,1280000,282,3306
41,-236.65015,213.25822,-1445.346,-122.91399,172.98889,49.0,500.0,-0.7941748,-4.7970815,0.08412455,-0.011946431,-0.5166253,1.7794007,0.01194643,0.008563133,-0.0013568494,-0.0017034766,0.71714056,0.0016244292,80.0,13899,0.9964294,0.000292,-122.55662536621094,128.52096557617188,0.49569332344985473,1312000,290,3618
42,-203.40413,119.86486,-1001.78174,-101.66077,161.35385,8.0,500.0,-0.6759746,-4.602097,0.018094823,-0.0076313764,-0.74804103,0.48466405,0.0076313764,0.0067469836,-0.001150509,-0.0018211182,0.71646947,0.0014881084,80.0,13899,0.997726,0.0002918,-121.74881744384766,127.3012924194336,0.4953606627561073,1344000,301,3091
43,-206.50514,119.569145,-986.30884,-101.855125,163.39583,8.0,500.0,-0.68452036,-3.333223,0.0467105,-0.0055985316,-0.68189454,0.70106983,0.005598532,0.0051667094,-0.0009815947,-0.0013423426,0.7157974,0.0014330691,80.0,13899,0.9986202,0.0002916,-120.98578643798828,126.111328125,0.49502798926376246,1376000,311,3043
44,-194.35352,80.08214,-737.1881,-101.87226,159.5,9.0,500.0,-0.64331865,-2.1526086,-0.11069444,-0.006755288,-0.57318705,0.6115745,0.0067552878,0.0040799724,-0.0008549377,-0.0007359844,0.7151251,0.0014265548,80.0,13899,0.99803305,0.0002914,-120.14244842529297,124.9756088256836,0.49469533278470973,1408000,321,3237
45,-201.23839,89.30278,-867.17505,-101.85383,165.41176,7.0,500.0,-0.6310403,-1.5742813,0.5060581,-0.011961059,-1.3001177,0.31141847,0.01196106,0.004442843,-0.0008899275,-0.0015597921,0.7144526,0.0014984217,80.0,13899,0.9968559,0.0002912,-119.35167694091797,123.86516571044922,0.4943626641187013,1440000,331,3156
46,-195.59557,77.28501,-675.0129,-125.9505,159.70157,54.0,500.0,-0.6430006,-1.6420265,-0.15604904,-0.009595579,-0.5818265,0.5126102,0.009595579,0.0032870648,-0.00076009333,-0.0009808451,0.71377957,0.0013953533,80.0,13899,0.9974462,0.00029099999999999997,-118.57302856445312,122.7939682006836,0.49403001303756583,1472000,341,3397
47,-199.95238,65.18893,-531.6759,-101.90048,172.02248,7.0,500.0,-0.6417299,-1.5227696,-0.16119786,-0.008683576,-0.4636519,0.41837072,0.008683576,0.0027369247,-0.0007378457,-0.0007462859,0.7131059,0.0014518437,80.0,13899,0.9976661,0.00029079999999999997,-117.78803253173828,121.75846099853516,0.49369732095365265,1504000,351,3122
48,-227.2475,103.92941,-792.2061,-131.53674,196.48734,61.0,500.0,-0.65884763,-1.8223522,-0.07010826,-0.012777528,-0.87153023,0.6587753,0.012777528,0.0034550033,-0.0008393669,-0.0010202721,0.7124319,0.0015606268,80.0,13899,0.99750316,0.00029059999999999996,-117.11476135253906,120.74152374267578,0.4933646764718645,1536000,360,3416
49,-237.1662,106.21119,-773.10736,-101.37567,207.82,9.0,500.0,-0.6605621,-2.0160418,-0.16667733,-0.014706204,-0.81124616,0.34067422,0.014706204,0.0032625655,-0.00083324546,-0.00087765907,0.7117573,0.0015586789,80.0,13899,0.9950633,0.00029039999999999996,-116.47357940673828,119.74227905273438,0.4930319916369756,1568000,371,3076
50,-239.64561,89.70153,-600.3833,-132.29593,213.51389,66.0,500.0,-0.66904235,-1.4387848,-0.093552224,-0.010228155,-0.37444928,0.5565243,0.010228155,0.002689476,-0.00084219954,-0.00050627283,0.71108246,0.0016488336,80.0,13899,0.99667025,0.0002902,-115.83145141601562,118.76746368408203,0.4926993255673415,1600000,381,3087
51,-234.36743,94.3976,-680.0452,-130.5783,213.93706,59.0,500.0,-0.6632073,-1.4333539,-0.20283778,-0.009680928,-0.3676275,0.56683844,0.009680928,0.0023948622,-0.00073259324,-0.00041128628,0.71040696,0.0015815578,80.0,13899,0.996308,0.00029,-115.19224548339844,117.82972717285156,0.4923666785278051,1632000,391,3162
52,-245.3134,100.79535,-761.3556,-101.206604,224.61594,6.0,500.0,-0.6880189,-1.5827417,-0.17933607,-0.009207205,-0.47059324,0.4539826,0.009207204,0.0026115295,-0.0007986645,-0.00051487517,0.70973104,0.0016375291,80.0,13899,0.9960041,0.00028979999999999994,-114.5765380859375,116.9259262084961,0.4920339921279806,1664000,399,4016
53,-263.55374,105.93568,-757.2373,-102.37901,243.24603,8.0,500.0,-0.6881526,-1.3492486,-0.1899071,-0.009010718,-0.6527042,0.3869191,0.009010717,0.0026207166,-0.0008206972,-0.0004905518,0.7090548,0.0015656177,80.0,13899,0.9961625,0.0002896,-113.98538208007812,116.04634857177734,0.49170132536663863,1696000,408,3719
54,-250.59567,64.38415,-439.8952,-102.276566,243.95967,6.0,500.0,-0.6746718,-1.2423629,-0.15951885,-0.005617707,-0.35988292,0.31364036,0.005617707,0.0018615694,-0.0006745644,-0.00023858338,0.70837796,0.0016360444,80.0,13899,0.9969746,0.0002894,-113.34232330322266,115.20946502685547,0.49136867850800625,1728000,416,4131
55,-273.35995,88.929565,-601.57764,-137.9239,261.22034,77.0,500.0,-0.710979,-1.3070521,-0.2320278,-0.005443197,-0.25406262,0.3914075,0.0054431977,0.001930265,-0.0006809338,-0.00021481077,0.70770067,0.0015823778,80.0,13899,0.99722916,0.0002892,-112.78057861328125,114.3690414428711,0.4910359932800518,1760000,426,3032
56,-280.95984,81.20571,-503.35806,-141.30904,277.36935,109.0,500.0,-0.6952015,-1.3317128,-0.19698042,-0.007002668,-0.31650293,0.37421513,0.0070026685,0.0019075564,-0.00066427496,-0.00027707714,0.70702296,0.001557722,80.0,13899,0.9954801,0.000289,-112.20824432373047,113.56471252441406,0.4907033285619568,1792000,437,3037
57,-271.6392,81.20001,-567.59064,-135.39093,260.08475,63.0,500.0,-0.7046787,-1.6155305,-0.24671245,-0.009451824,-0.51620907,0.53882635,0.009451824,0.0023941854,-0.0008173593,-0.00041330187,0.70634466,0.0017081581,80.0,13899,0.9956115,0.00028879999999999997,-111.67969512939453,112.76686096191406,0.49037065538895963,1824000,447,3187
58,-258.0651,70.70651,-539.90607,-102.546196,264.3421,9.0,500.0,-0.69259167,-1.3134428,-0.1944851,-0.0025907417,-0.51294386,0.34844542,0.0025907417,0.0018245964,-0.000727102,-0.0001674129,0.70566624,0.0016589633,80.0,13899,0.997568,0.00028859999999999997,-111.071533203125,112.03931427001953,0.4900380032924869,1856000,458,3031
59,-291.4136,85.24513,-549.5851,-101.6702,312.0404,6.0,500.0,-0.682037,-1.3228356,-0.20645875,-0.0054854145,-0.33806765,0.26620823,0.0054854145,0.001815571,-0.0007101452,-0.00034106008,0.7049872,0.0016024301,80.0,13899,0.99599123,0.00028839999999999996,-110.47704315185547,111.33928680419922,0.4897053433470194,1888000,466,3697
60,-267.71426,66.54668,-465.437,-152.52045,291.3585,96.0,500.0,-0.67671794,-1.2961149,-0.23537138,-0.0059331027,-0.2465483,0.36248875,0.005933102,0.0015500687,-0.00068809825,-0.00014846804,0.70430756,0.0017482827,80.0,13899,0.99565893,0.00028819999999999996,-109.86544036865234,110.6728286743164,0.4893726758750267,1920000,474,4169
61,-282.8272,83.6015,-555.89215,-101.984764,306.31314,8.0,500.0,-0.68419313,-1.4496659,-0.22084123,-0.003825757,-0.9181932,0.44132823,0.0038257567,0.0019743284,-0.0007517832,-0.00019718261,0.7036275,0.0017374336,80.0,13899,0.997796,0.00028799999999999995,-109.2764892578125,110.01482391357422,0.4890400011987705,1952000,479,6526
62,-287.82504,79.11808,-578.02496,-149.4104,303.81,81.0,500.0,-0.69759905,-1.4207348,-0.24069688,-0.005721083,-0.41229808,0.47082216,0.005721083,0.0016014678,-0.0006569767,-0.0001807147,0.7029469,0.0016218331,80.0,13899,0.99631894,0.0002878,-108.7343521118164,109.35411071777344,0.4887073196403035,1984000,489,3292
63,-274.03983,66.75001,-525.9183,-170.06975,302.2549,95.0,500.0,-0.6786402,-1.2186878,-0.20015587,-0.005751215,-0.36395106,0.23122561,0.0057512154,0.0015280162,-0.00068895664,-0.00018843492,0.70226604,0.0017646188,80.0,13899,0.9959035,0.0002876,-108.15898895263672,108.73295593261719,0.48837466063086676,2016000,499,3165
64,-280.0484,78.675255,-543.2839,-102.33059,321.90427,8.0,500.0,-0.67332876,-1.2319652,-0.18243074,-0.0028041783,-0.42703938,0.2697597,0.0028041783,0.0014022435,-0.0006663997,-0.00013427688,0.7015847,0.0017858729,80.0,13899,0.99767613,0.00028739999999999994,-107.57669830322266,108.13706970214844,0.48804199534303844,2048000,507,4006
65,-284.42645,82.53279,-573.82556,-101.8357,306.46466,7.0,500.0,-0.69620126,-1.2307953,-0.203621,-0.005372615,-0.39715576,0.29021508,0.0053726146,0.0013778337,-0.0006727872,-0.00013971208,0.7009028,0.0018102431,80.0,13899,0.99532795,0.0002872,-107.06974029541016,107.51468658447266,0.4877093240982414,2080000,517,3162
66,-285.66354,79.49356,-517.0938,-167.6216,340.56042,116.0,500.0,-0.66482705,-1.2084486,-0.22442746,-0.0069163186,-0.24449968,0.22826838,0.0069163186,0.001357718,-0.0006920788,-0.00015005708,0.70022047,0.0020259297,80.0,13899,0.99567515,0.000287,-106.494140625,106.95293426513672,0.48737667626760073,2112000,526,3399
67,-276.83853,71.22412,-448.20615,-140.78574,350.72415,113.0,500.0,-0.6469051,-1.3593553,-0.12523167,-0.0019807846,-0.4238322,0.2646712,0.0019807843,0.0013931757,-0.0006962856,-0.00012162111,0.6995376,0.0019747734,80.0,13899,0.99795175,0.0002868,-105.87097930908203,106.44974517822266,0.4870439940524629,2144000,535,3478
68,-252.29134,73.26444,-475.7251,-100.93893,328.13187,7.0,500.0,-0.63313174,-1.2107854,-0.25521764,-0.00012955118,-0.94348043,0.23682272,0.0001295514,0.0017119845,-0.0007811778,-0.00013431397,0.69885445,0.0019343767,80.0,13899,0.9996974,0.0002866,-105.19902801513672,106.00739288330078,0.48671133585361515,2176000,544,3734
69,-283.1689,81.93062,-518.96906,-116.15711,406.83783,127.0,500.0,-0.59922177,-1.2124119,-0.16389482,-0.0015219982,-0.38313895,0.24536312,0.0015219982,0.0013076002,-0.0006802131,-0.0001667716,0.6981708,0.0019034399,80.0,13899,0.9982065,0.00028639999999999997,-104.51991271972656,105.58956146240234,0.4863786729417219,2208000,552,3826
70,-267.1634,70.9519,-517.7064,-85.72773,353.55814,131.0,500.0,-0.6220858,-1.3374839,-0.19266859,-0.0023004268,-0.23479694,0.3763433,0.0023004268,0.0012675968,-0.00068789546,-0.00014547161,0.6974866,0.0020146356,80.0,13899,0.9982451,0.00028619999999999996,-103.90713500976562,105.13423919677734,0.486046005637148,2240000,562,3192
71,-256.47855,69.72581,-472.198,-101.06449,345.30338,7.0,500.0,-0.6237621,-1.2494624,-0.12045658,-0.0018179439,-0.5065839,0.2781043,0.001817944,0.0013785819,-0.00078345096,-0.00016550056,0.69680184,0.002053774,80.0,13899,0.996907,0.00028599999999999996,-103.28544616699219,104.70164489746094,0.48571333426004565,2272000,572,3445
72,-255.3882,77.96034,-462.2266,-101.392105,403.85135,7.0,500.0,-0.5737804,-1.1895957,-0.19923079,0.00021963543,-0.5132102,0.23511977,-0.0002196352,0.0012056954,-0.000726597,-0.00014254241,0.69611657,0.0020892306,80.0,13899,0.99772257,0.00028579999999999995,-102.5578384399414,104.3784408569336,0.4853806591303537,2304000,580,3861
73,-241.80852,70.955444,-420.36703,-101.69461,386.8718,7.0,500.0,-0.5657335,-1.3142629,-0.17760889,0.0032559605,-0.40707555,0.30529898,-0.003255961,0.0012684867,-0.00073348515,-0.00019108401,0.6954311,0.0018993077,80.0,13899,1.0009787,0.00028559999999999995,-101.83907318115234,104.0696792602539,0.4850480094789109,2336000,588,4218
74,-241.36722,75.171616,-443.80957,-101.29868,372.17285,6.0,500.0,-0.5690165,-1.234305,-0.2066079,0.00053640135,-0.5374155,0.30751055,-0.0005364016,0.0013044367,-0.0007413237,-0.00018243365,0.69474506,0.0020133657,80.0,13899,0.9981054,0.0002854,-101.16792297363281,103.73107147216797,0.484715327783172,2368000,595,4259
75,-229.01671,84.52527,-457.07245,-75.60745,402.47296,8.0,500.0,-0.53988856,-1.699149,-0.19143257,0.004623979,-0.46776056,0.4339236,-0.004623979,0.0012920047,-0.00074950734,-0.00014316147,0.69405854,0.001985428,80.0,13899,1.0015407,0.0002852,-100.42803192138672,103.47676086425781,0.48438267216483244,2400000,603,4110
76,-204.79109,64.38343,-360.15118,-85.18413,427.6,7.0,500.0,-0.48563465,-1.1357667,-0.20101237,0.0071273255,-0.5609305,0.244208,-0.007127326,0.0009930035,-0.0006509267,-0.00013581268,0.69337153,0.0018452595,80.0,13899,1.0043714,0.000285,-99.6178970336914,103.30740356445312,0.4840500140318596,2432000,612,3778
77,-221.99292,83.22877,-424.4672,-94.462814,433.67142,112.0,500.0,-0.49512944,-1.310316,-0.106575415,0.0037484253,-0.24442597,0.2361591,-0.0037484253,0.0010269771,-0.0006708157,-0.000121729325,0.69268405,0.0020118477,80.0,13899,1.000876,0.0002848,-98.87374114990234,103.08892059326172,0.48371732487131885,2464000,620,3622
