Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
55,-863.56036,979.79376,-4206.1772,-102.367516,272.20908,7.0,500.0,-1.5080049,-8.363927,0.5949918,-0.0005662704,-0.97148526,2.3507862,0.00056626974,0.024464354,-0.0026782248,-0.0041916147,0.601667,0.0019287455,80.0,8411,0.99917126,0.00025949999999999997,-363.04510498046875,262.3138427734375,0.44163499968438996,1760000,273,6233
56,-1003.0605,1065.3043,-4161.0366,-128.50606,302.92157,89.0,500.0,-1.5677079,-8.130262,0.57089794,0.004837311,-1.0334792,1.8431796,-0.0048373123,0.024985895,-0.002780394,-0.004718759,0.5988383,0.002029352,80.0,8411,0.9989858,0.00025875,-361.8719177246094,262.54595947265625,0.4403875043881931,1792000,278,6506
57,-758.199,910.12823,-3450.5894,-101.33568,257.05884,8.0,500.0,-1.4297649,-7.475393,0.5669508,0.0151307965,-0.9364826,2.3171086,-0.015130796,0.02755798,-0.0028315813,-0.003499439,0.5960015,0.00200584,80.0,8411,1.0010796,0.000258,-360.15338134765625,262.7733459472656,0.4391399993071233,1824000,283,6497
58,-886.90045,1058.9728,-3991.3057,-101.49113,269.3874,8.0,500.0,-1.6079826,-8.549868,0.46531406,0.0024964646,-0.84107566,1.5914701,-0.0024964646,0.019494206,-0.0023868028,-0.0036033953,0.59315675,0.0019604678,80.0,8411,0.99861705,0.00025725,-359.0489807128906,263.0614929199219,0.43789250451679856,1856000,288,6277
59,-1018.26013,1166.5461,-4515.708,-101.37285,285.05606,7.0,500.0,-1.6877346,-7.993038,0.5416571,-0.0027297218,-0.92589736,2.2494247,0.0027297214,0.025429185,-0.0027736584,-0.0038845027,0.5903038,0.0021266118,80.0,8411,0.9984379,0.00025649999999999995,-358.34307861328125,263.5251159667969,0.4366449879834974,1888000,293,6440
60,-900.5704,1019.0528,-3970.4084,-101.91329,280.08182,6.0,500.0,-1.5217814,-8.096016,0.61733246,0.004355706,-0.9555059,2.3705862,-0.004355706,0.030017402,-0.0033307448,-0.0048486106,0.58744246,0.0021841298,80.0,8411,0.99751854,0.00025575,-357.1948547363281,263.7071533203125,0.4353974960658026,1920000,299,5536
61,-1059.8477,1243.2334,-4421.6597,-101.401855,292.3619,6.0,500.0,-1.6727269,-8.240047,0.48424098,-0.011970523,-1.0306109,2.326518,0.011970522,0.024038283,-0.0029787994,-0.0048737247,0.5845733,0.0022499405,80.0,8411,0.99698794,0.00025499999999999996,-356.6727600097656,264.50518798828125,0.4341499971346156,1952000,304,6011
62,-965.7636,1067.2399,-4276.242,-148.20862,290.78845,103.0,500.0,-1.6573123,-8.31197,0.49773002,0.009718435,-0.8316362,2.5515893,-0.009718433,0.026387926,-0.0029873373,-0.0022781056,0.5816956,0.002047164,80.0,8411,0.99907196,0.00025425,-355.75042724609375,264.7009582519531,0.4329025117030045,1984000,309,6443
63,-852.4391,1064.3856,-4083.1377,-101.4221,260.69232,7.0,500.0,-1.5825053,-8.25407,0.49628574,0.013322013,-1.0300432,2.1688797,-0.013322014,0.025154287,-0.0029896754,-0.004017424,0.5788098,0.002055868,80.0,8411,1.0001893,0.0002535,-354.7181396484375,265.05780029296875,0.43165500876755664,2016000,314,6415
64,-826.93854,1001.5806,-4506.512,-102.41356,266.93042,10.0,500.0,-1.5143318,-8.228834,0.58185923,0.016744846,-0.9623691,2.274346,-0.016744846,0.028953167,-0.0031972514,-0.0051081777,0.5759157,0.002180836,80.0,8411,0.9997705,0.00025275,-353.5616149902344,265.3809509277344,0.4304075091685791,2048000,319,6429
65,-925.14545,1122.6311,-4263.361,-102.37366,270.5877,8.0,500.0,-1.6598314,-8.589208,0.6430383,0.015812097,-1.019271,2.0986354,-0.015812099,0.032557804,-0.0033734697,-0.00425772,0.57301325,0.0020924404,80.0,8411,0.99970543,0.00025199999999999995,-352.82305908203125,265.7917175292969,0.4291600081062228,2080000,324,6439
66,-769.16425,1063.9058,-4786.642,-137.0527,244.11023,95.0,500.0,-1.4047817,-8.451525,0.58724725,0.0072696,-0.9669502,2.1397817,-0.0072696013,0.02698636,-0.0030756681,-0.0041964445,0.5701018,0.002192209,80.0,8411,0.9999583,0.00025125,-351.6418762207031,266.4070129394531,0.4279125010173136,2112000,329,6447
67,-872.74854,1070.9033,-3831.2876,-137.47992,263.9138,81.0,500.0,-1.5809666,-8.486414,0.6134069,0.0060907467,-0.9926049,2.030166,-0.006090747,0.024017055,-0.0029465496,-0.0033649728,0.56718254,0.0020388644,80.0,8411,0.99997354,0.00025049999999999996,-350.748291015625,266.7247009277344,0.4266650090060376,2144000,334,6219
68,-739.08057,962.2398,-3945.77,-102.434296,246.63934,10.0,500.0,-1.4103423,-8.186829,0.7461112,0.008657163,-0.979646,2.117953,-0.008657161,0.024350978,-0.0028521016,-0.0028497148,0.56425434,0.001983852,80.0,8411,0.99904716,0.00024974999999999997,-349.4938049316406,266.8891296386719,0.42541750240104137,2176000,340,6144
69,-742.0449,1002.8279,-4669.7324,-101.61442,240.1181,9.0,500.0,-1.3784599,-8.456749,0.69070435,0.0007768029,-1.06349,2.210846,-0.0007768038,0.030253023,-0.0035437965,-0.002944751,0.56131744,0.00238253,80.0,8411,0.9990711,0.000249,-348.3728942871094,267.21002197265625,0.42417000262846627,2208000,345,6257
70,-729.6464,914.4425,-3842.0388,-140.67139,248.10484,86.0,500.0,-1.3702068,-8.38675,0.7065763,0.00950601,-1.1036472,1.9026477,-0.00950601,0.025327303,-0.0030011414,-0.0025834355,0.5583721,0.0021712522,80.0,8411,1.000465,0.00024825,-347.0961608886719,267.2940673828125,0.422922505843393,2240000,350,6241
71,-774.5838,912.5259,-4212.222,-140.25807,258.52893,83.0,500.0,-1.381941,-8.062074,0.5058969,0.009205529,-0.873574,2.3130462,-0.009205528,0.031263173,-0.0033914624,-0.0026002089,0.555418,0.0023146092,80.0,8411,0.99935234,0.00024749999999999994,-345.90130615234375,267.2376708984375,0.42167500843485783,2272000,355,6415
72,-750.72015,939.874,-3810.3965,-100.76509,249.58537,8.0,500.0,-1.3549262,-8.214685,0.5414081,0.0043982356,-0.90533686,2.207079,-0.0043982365,0.022746913,-0.0029190802,-0.0034170558,0.55245537,0.002296376,80.0,8411,0.9980243,0.00024675,-344.74200439453125,267.30535888671875,0.4204275070252891,2304000,360,6422
73,-759.7984,1020.8505,-4734.335,-101.78998,243.36,7.0,500.0,-1.4436191,-8.044906,0.6328805,0.009149417,-0.9143883,2.1241343,-0.009149416,0.02468444,-0.0030249653,-0.0031719473,0.54948384,0.0021643674,80.0,8411,0.99963474,0.000246,-343.79864501953125,267.59979248046875,0.4191799984699375,2336000,365,6408
74,-685.1747,893.7003,-4300.8916,-102.50688,243.87302,8.0,500.0,-1.2414209,-8.703799,0.44752523,0.016293336,-0.7205913,2.3850584,-0.016293336,0.023943271,-0.0029314565,-0.003602028,0.5465032,0.0020899621,80.0,8411,1.0006816,0.00024524999999999997,-342.3986511230469,267.7762145996094,0.4179325047670172,2368000,370,6429
75,-770.52563,942.8155,-3791.575,-132.82468,254.94263,84.0,500.0,-1.3359786,-7.8542056,0.5375738,0.0058488473,-0.91406524,2.1921067,-0.005848847,0.023652557,-0.0030710709,-0.0037492523,0.5435137,0.0022477068,80.0,8411,0.99918735,0.0002445,-341.3590087890625,267.7806091308594,0.416684998176254,2400000,375,6401
76,-791.9749,1028.6511,-4444.347,-144.6453,249.16394,92.0,500.0,-1.462625,-8.428343,0.44597828,-0.0012742908,-0.79092556,2.0720541,0.0012742903,0.023827227,-0.0029482436,-0.0033191512,0.54051536,0.0022221778,80.0,8411,0.99897194,0.00024375,-340.6441650390625,268.0204772949219,0.4154375010098811,2432000,380,6014
77,-728.34424,968.58246,-3924.7964,-132.91084,243.39062,77.0,500.0,-1.4190247,-8.417335,0.57719696,0.021188505,-0.7293659,2.392114,-0.021188507,0.025203165,-0.0029362764,-0.0032953946,0.5375081,0.0020590038,80.0,8411,1.0002697,0.000243,-339.6000671386719,268.24371337890625,0.4141900108255301,2464000,385,6424
